FLARE_IDX,CME_IDX,SEP_IDX,Observer,Start Time at Observer (GOES),Start Time at Observer (STIX),Peak Time at Observer (GOES),Peak Time at Observer (STIX),End Time at Observer (GOES),End Time at Observer (STIX),GOES Flare Class,Estimated GOES Flare Class for STIX,GOES HGS LON,GOES HGS LAT,STIX HGS LON,STIX HGS LAT,GOES Distance (AU),STIX Distance (AU),Active Region,Start Time at 1 AU (GOES),Start Time at 1 AU (STIX),Peak Time at 1 AU (GOES),Peak Time at 1 AU (STIX),End Time at 1 AU (GOES),End Time at 1 AU (STIX),Start Time at the Sun (GOES),Start Time at the Sun (STIX),Peak Time at the Sun (GOES),Peak Time at the Sun (STIX),End Time at the Sun (GOES),End Time at the Sun (STIX),IP Radio Bursts,Decametric Type II Burst Start Time (UT) (HH:MM),Decametric Type II Burst End Time (UT) (HH:MM),Decametric type II burst frequency range (MHz),Radio Comments
FLARE0256,,,GOES,2024-06-23 12:51:00,,2024-06-23 13:01:00,,2024-06-23 13:11:00,,M9.3,,-74.0,-17.0,,,1.0,,13723.0,2024-06-23 12:51:00,,2024-06-23 13:01:00,,2024-06-23 13:11:00,,2024-06-23 12:42:41,,2024-06-23 12:52:41,,2024-06-23 13:02:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240623.png,,,,
FLARE0257,,,STIX,,2024-06-25 13:59:21,,2024-06-25 14:01:37,,2024-06-25 14:04:53,,M5,,,107.0,-29.0,,0.949,,,2024-06-25 13:59:47,,2024-06-25 14:02:03,,2024-06-25 14:05:19,,2024-06-25 13:51:28,,2024-06-25 13:53:44,,2024-06-25 13:57:00,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240625.png,,,,
FLARE0258,,,STIX,,2024-07-03 23:44:08,,2024-07-03 23:52:20,,2024-07-04 00:35:12,,M5,,,-142.0,-10.0,,0.954,,,2024-07-03 23:44:31,,2024-07-03 23:52:43,,2024-07-04 00:35:35,,2024-07-03 23:36:12,,2024-07-03 23:44:24,,2024-07-04 00:27:16,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240703.png,,,,
FLARE0259,,,GOES,2024-07-13 12:21:00,,2024-07-13 12:42:00,,2024-07-13 12:58:00,,M5.3,,42.0,-8.0,,,1.0,,13738.0,2024-07-13 12:21:00,,2024-07-13 12:42:00,,2024-07-13 12:58:00,,2024-07-13 12:12:41,,2024-07-13 12:33:41,,2024-07-13 12:49:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240713.png,12:42,12:52,29-81,RSTN
FLARE0260,,,GOES,2024-07-13 22:44:00,,2024-07-13 23:01:00,,2024-07-13 23:12:00,,M5.0,,46.0,-5.0,,,1.0,,13738.0,2024-07-13 22:44:00,,2024-07-13 23:01:00,,2024-07-13 23:12:00,,2024-07-13 22:35:41,,2024-07-13 22:52:41,,2024-07-13 23:03:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240713.png,,,,
FLARE0261,,,GOES,2024-07-14 02:23:00,,2024-07-14 02:34:00,,2024-07-14 02:48:00,,X1.2,,39.0,-12.0,,,1.0,,13738.0,2024-07-14 02:23:00,,2024-07-14 02:34:00,,2024-07-14 02:48:00,,2024-07-14 02:14:41,,2024-07-14 02:25:41,,2024-07-14 02:39:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240714.png,,,,
FLARE0262,,,GOES/STIX,2024-07-16 13:11:00,2024-07-16 13:11:32,2024-07-16 13:26:00,2024-07-16 13:23:12,2024-07-16 13:36:00,2024-07-16 14:31:36,X1.9,X2,85.0,-6.0,81.0,-6.0,1.0,0.938,13738.0,2024-07-16 13:11:00,2024-07-16 13:12:03,2024-07-16 13:26:00,2024-07-16 13:23:43,2024-07-16 13:36:00,2024-07-16 14:32:07,2024-07-16 13:02:41,2024-07-16 13:03:44,2024-07-16 13:17:41,2024-07-16 13:15:24,2024-07-16 13:27:41,2024-07-16 14:23:48,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240716.png,13:21,13:55,25-180,RSTN
FLARE0263,,,GOES,2024-07-17 06:26:00,,2024-07-17 06:39:00,,2024-07-17 07:01:00,,M5.0,,31.0,-10.0,,,1.0,,13743.0,2024-07-17 06:26:00,,2024-07-17 06:39:00,,2024-07-17 07:01:00,,2024-07-17 06:17:41,,2024-07-17 06:30:41,,2024-07-17 06:52:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240717.png,06:39,06:45,76-134,RSTN
FLARE0264,,,STIX,,2024-07-21 14:41:53,,2024-07-21 14:49:53,,2024-07-21 14:52:01,,X1,,,149.0,-8.0,,0.924,,,2024-07-21 14:42:31,,2024-07-21 14:50:31,,2024-07-21 14:52:39,,2024-07-21 14:34:12,,2024-07-21 14:42:12,,2024-07-21 14:44:20,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240721.png,,,,
FLARE0265,,,GOES/STIX,2024-07-21 23:21:00,2024-07-21 23:22:00,2024-07-21 23:28:00,2024-07-21 23:26:48,2024-07-21 23:34:00,2024-07-22 00:19:00,M3.2,M6,86.0,15.0,87.0,13.0,1.0,0.923,13744.0,2024-07-21 23:21:00,2024-07-21 23:22:39,2024-07-21 23:28:00,2024-07-21 23:27:27,2024-07-21 23:34:00,2024-07-22 00:19:39,2024-07-21 23:12:41,2024-07-21 23:14:20,2024-07-21 23:19:41,2024-07-21 23:19:08,2024-07-21 23:25:41,2024-07-22 00:11:20,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240721.png,,,,
FLARE0266,,,STIX,,2024-07-23 11:52:25,,2024-07-23 12:02:57,,2024-07-23 12:15:33,,M9,,,175.0,-9.0,,0.917,,,2024-07-23 11:53:07,,2024-07-23 12:03:39,,2024-07-23 12:16:15,,2024-07-23 11:44:48,,2024-07-23 11:55:20,,2024-07-23 12:07:56,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240723.png,,,,
FLARE0267,,,STIX,,2024-07-24 14:26:21,,2024-07-24 14:41:13,,2024-07-24 15:07:41,,X1,,,-169.0,-9.0,,0.913,,,2024-07-24 14:27:05,,2024-07-24 14:41:57,,2024-07-24 15:08:25,,2024-07-24 14:18:46,,2024-07-24 14:33:38,,2024-07-24 15:00:06,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240724.png,,,,
FLARE0268,,,STIX,,2024-07-24 21:12:05,,2024-07-24 21:35:45,,2024-07-24 22:13:49,,M5,,,-165.0,-9.0,,0.912,,,2024-07-24 21:12:49,,2024-07-24 21:36:29,,2024-07-24 22:14:33,,2024-07-24 21:04:30,,2024-07-24 21:28:10,,2024-07-24 22:06:14,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240724.png,,,,
FLARE0269,,,STIX,,2024-07-24 23:18:04,,2024-07-24 23:25:04,,2024-07-25 00:44:56,,X7,,,-165.0,-9.0,,0.912,,,2024-07-24 23:18:48,,2024-07-24 23:25:48,,2024-07-25 00:45:40,,2024-07-24 23:10:29,,2024-07-24 23:17:29,,2024-07-25 00:37:21,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240724.png,,,,
FLARE0270,,,STIX,,2024-07-25 04:50:48,,2024-07-25 04:58:44,,2024-07-25 06:00:08,,X1,,,-164.0,-8.0,,0.911,,,2024-07-25 04:51:33,,2024-07-25 04:59:29,,2024-07-25 06:00:53,,2024-07-25 04:43:14,,2024-07-25 04:51:10,,2024-07-25 05:52:34,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240725.png,,,,
FLARE0271,CME0199,,STIX,,2024-07-27 04:26:36,,2024-07-27 04:30:20,,2024-07-27 04:31:20,,X1,,,-133.0,-9.0,,0.903,,,2024-07-27 04:27:25,,2024-07-27 04:31:09,,2024-07-27 04:32:09,,2024-07-27 04:19:06,,2024-07-27 04:22:50,,2024-07-27 04:23:50,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240727.png,,,,
FLARE0272,,,GOES,2024-07-28 01:39:00,,2024-07-28 01:51:00,,2024-07-28 01:53:00,,M7.8,,-11.0,-7.0,,,1.0,,13766.0,2024-07-28 01:39:00,,2024-07-28 01:51:00,,2024-07-28 01:53:00,,2024-07-28 01:30:41,,2024-07-28 01:42:41,,2024-07-28 01:44:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240728.png,01:51,02:09,25-180,RSTN
FLARE0273,,,GOES,2024-07-28 01:53:00,,2024-07-28 01:57:00,,2024-07-28 02:01:00,,M9.9,,-10.0,-7.0,,,1.0,,13766.0,2024-07-28 01:53:00,,2024-07-28 01:57:00,,2024-07-28 02:01:00,,2024-07-28 01:44:41,,2024-07-28 01:48:41,,2024-07-28 01:52:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240728.png,,,,
FLARE0274,,,GOES,2024-07-28 10:27:00,,2024-07-28 10:42:00,,2024-07-28 10:54:00,,M7.7,,40.0,-11.0,,,1.0,,13762.0,2024-07-28 10:27:00,,2024-07-28 10:42:00,,2024-07-28 10:54:00,,2024-07-28 10:18:41,,2024-07-28 10:33:41,,2024-07-28 10:45:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240728.png,,,,
FLARE0275,,,STIX,,2024-07-28 14:02:21,,2024-07-28 14:05:41,,2024-07-28 14:09:49,,X1,,,-179.0,13.0,,0.897,,,2024-07-28 14:03:13,,2024-07-28 14:06:33,,2024-07-28 14:10:41,,2024-07-28 13:54:54,,2024-07-28 13:58:14,,2024-07-28 14:02:22,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240728.png,,,,
FLARE0276,,,GOES,2024-07-29 02:33:00,,2024-07-29 02:37:00,,2024-07-29 02:43:00,,X1.5,,4.0,-5.0,,,1.0,,13766.0,2024-07-29 02:33:00,,2024-07-29 02:37:00,,2024-07-29 02:43:00,,2024-07-29 02:24:41,,2024-07-29 02:28:41,,2024-07-29 02:34:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240729.png,02:36,02:39,105-180,RSTN
FLARE0277,,,GOES,2024-07-29 12:47:00,,2024-07-29 12:55:00,,2024-07-29 13:04:00,,M8.7,,50.0,-11.0,,,1.0,,13762.0,2024-07-29 12:47:00,,2024-07-29 12:55:00,,2024-07-29 13:04:00,,2024-07-29 12:38:41,,2024-07-29 12:46:41,,2024-07-29 12:55:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240729.png,13:01,13:12,41-180,RSTN
FLARE0278,,,STIX,,2024-07-29 14:05:35,,2024-07-29 14:11:15,,2024-07-29 14:14:59,,M6,,,-154.0,-12.0,,0.892,,,2024-07-29 14:06:29,,2024-07-29 14:12:09,,2024-07-29 14:15:53,,2024-07-29 13:58:10,,2024-07-29 14:03:50,,2024-07-29 14:07:34,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240729.png,,,,
FLARE0279,,,GOES,2024-07-29 19:40:00,,2024-07-29 19:57:00,,2024-07-29 20:10:00,,M6.4,,-87.0,-25.0,,,1.0,,13772.0,2024-07-29 19:40:00,,2024-07-29 19:57:00,,2024-07-29 20:10:00,,2024-07-29 19:31:41,,2024-07-29 19:48:41,,2024-07-29 20:01:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240729.png,,,,
FLARE0280,,,STIX,,2024-07-30 02:55:51,,2024-07-30 03:07:15,,2024-07-30 04:20:19,,M8,,,-146.0,-12.0,,0.89,,,2024-07-30 02:56:46,,2024-07-30 03:08:10,,2024-07-30 04:21:14,,2024-07-30 02:48:27,,2024-07-30 02:59:51,,2024-07-30 04:12:55,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240730.png,,,,
FLARE0281,,,GOES,2024-07-30 19:25:00,,2024-07-30 19:38:00,,2024-07-30 20:04:00,,M9.4,,-64.0,-24.0,,,1.0,,13772.0,2024-07-30 19:25:00,,2024-07-30 19:38:00,,2024-07-30 20:04:00,,2024-07-30 19:16:41,,2024-07-30 19:29:41,,2024-07-30 19:55:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240730.png,,,,
FLARE0282,,,GOES/STIX,2024-07-31 06:28:00,2024-07-31 06:36:11,2024-07-31 06:46:00,2024-07-31 06:42:03,2024-07-31 06:58:00,2024-07-31 06:52:11,M7.7,M6,62.0,-15.0,69.0,-16.0,1.0,0.884,13768.0,2024-07-31 06:28:00,2024-07-31 06:37:09,2024-07-31 06:46:00,2024-07-31 06:43:01,2024-07-31 06:58:00,2024-07-31 06:53:09,2024-07-31 06:19:41,2024-07-31 06:28:50,2024-07-31 06:37:41,2024-07-31 06:34:42,2024-07-31 06:49:41,2024-07-31 06:44:50,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240731.png,,,,
FLARE0283,,,GOES,2024-07-31 12:45:00,,2024-07-31 13:05:00,,2024-07-31 13:26:00,,M6.0,,-55.0,-22.0,,,1.0,,13772.0,2024-07-31 12:45:00,,2024-07-31 13:05:00,,2024-07-31 13:26:00,,2024-07-31 12:36:41,,2024-07-31 12:56:41,,2024-07-31 13:17:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240731.png,,,,
FLARE0284,CME0205,,GOES/STIX,2024-07-31 18:07:00,2024-07-31 17:40:00,2024-07-31 18:37:00,2024-07-31 18:26:31,2024-07-31 18:57:00,2024-07-31 19:03:00,M5.4,M4,71.0,-15.0,69.0,-15.0,1.0,0.881,13768.0,2024-07-31 18:07:00,2024-07-31 17:41:00,2024-07-31 18:37:00,2024-07-31 18:27:31,2024-07-31 18:57:00,2024-07-31 19:04:00,2024-07-31 17:58:41,2024-07-31 17:32:41,2024-07-31 18:28:41,2024-07-31 18:19:12,2024-07-31 18:48:41,2024-07-31 18:55:41,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240731.png,18:19,18:29,25-68,RSTN
FLARE0285,,,GOES,2024-08-01 01:47:00,,2024-08-01 01:50:00,,2024-08-01 01:54:00,,M6.3,,72.0,-6.0,,,1.0,,13773.0,2024-08-01 01:47:00,,2024-08-01 01:50:00,,2024-08-01 01:54:00,,2024-08-01 01:38:41,,2024-08-01 01:41:41,,2024-08-01 01:45:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240801.png,,,,
FLARE0286,CME0206,,GOES/STIX,2024-08-01 06:23:00,2024-08-01 06:56:07,2024-08-01 07:09:00,2024-08-01 07:04:07,2024-08-01 07:39:00,2024-08-01 07:22:03,M8.2,M7,74.0,-16.0,69.0,-16.0,1.0,0.879,13768.0,2024-08-01 06:23:00,2024-08-01 06:57:08,2024-08-01 07:09:00,2024-08-01 07:05:08,2024-08-01 07:39:00,2024-08-01 07:23:04,2024-08-01 06:14:41,2024-08-01 06:48:49,2024-08-01 07:00:41,2024-08-01 06:56:49,2024-08-01 07:30:41,2024-08-01 07:14:45,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240801.png,,,,
FLARE0287,,,STIX,,2024-08-01 20:44:55,,2024-08-01 20:51:47,,2024-08-01 21:15:55,,X4,,,-116.0,12.0,,0.876,,,2024-08-01 20:45:57,,2024-08-01 20:52:49,,2024-08-01 21:16:57,,2024-08-01 20:37:38,,2024-08-01 20:44:30,,2024-08-01 21:08:38,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240801.png,,,,
FLARE0288,,,GOES/STIX,2024-08-02 04:23:00,2024-08-02 04:35:55,2024-08-02 04:55:00,2024-08-02 04:48:03,2024-08-02 05:35:00,2024-08-02 05:11:11,M7.4,M6,88.0,-14.0,80.0,-16.0,1.0,0.874,13768.0,2024-08-02 04:23:00,2024-08-02 04:36:58,2024-08-02 04:55:00,2024-08-02 04:49:06,2024-08-02 05:35:00,2024-08-02 05:12:14,2024-08-02 04:14:41,2024-08-02 04:28:39,2024-08-02 04:46:41,2024-08-02 04:40:47,2024-08-02 05:26:41,2024-08-02 05:03:55,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240802.png,04:49,04:59,25-138,RSTN
FLARE0289,,,STIX,,2024-08-02 23:34:59,,2024-08-02 23:42:31,,2024-08-03 00:50:51,,X1,,,-111.0,11.0,,0.87,,,2024-08-02 23:36:04,,2024-08-02 23:43:36,,2024-08-03 00:51:56,,2024-08-02 23:27:45,,2024-08-02 23:35:17,,2024-08-03 00:43:37,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240802.png,,,,
FLARE0290,,,GOES,2024-08-03 18:29:00,,2024-08-03 18:39:00,,2024-08-03 18:44:00,,M7.3,,-25.0,17.0,,,1.0,,13775.0,2024-08-03 18:29:00,,2024-08-03 18:39:00,,2024-08-03 18:44:00,,2024-08-03 18:20:41,,2024-08-03 18:30:41,,2024-08-03 18:35:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240803.png,,,,
FLARE0291,,,GOES,2024-08-03 19:17:00,,2024-08-03 19:30:00,,2024-08-03 19:43:00,,M5.4,,-88.0,13.0,,,1.0,,,2024-08-03 19:17:00,,2024-08-03 19:30:00,,2024-08-03 19:43:00,,2024-08-03 19:08:41,,2024-08-03 19:21:41,,2024-08-03 19:34:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240803.png,,,,
FLARE0292,,,STIX,,2024-08-04 17:52:19,,2024-08-04 18:00:11,,2024-08-04 18:20:51,,X1,,,117.0,-17.0,,0.86,,,2024-08-04 17:53:29,,2024-08-04 18:01:21,,2024-08-04 18:22:01,,2024-08-04 17:45:10,,2024-08-04 17:53:02,,2024-08-04 18:13:42,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240804.png,,,,
FLARE0293,,,STIX,,2024-08-04 23:14:27,,2024-08-05 00:02:35,,2024-08-05 00:38:03,,M8,,,122.0,-17.0,,0.858,,,2024-08-04 23:15:38,,2024-08-05 00:03:46,,2024-08-05 00:39:14,,2024-08-04 23:07:19,,2024-08-04 23:55:27,,2024-08-05 00:30:55,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240804.png,,,,
FLARE0294,,,GOES,2024-08-05 05:13:00,,2024-08-05 05:23:00,,2024-08-05 05:27:00,,M6.1,,-62.0,-11.0,,,1.0,,13780.0,2024-08-05 05:13:00,,2024-08-05 05:23:00,,2024-08-05 05:27:00,,2024-08-05 05:04:41,,2024-08-05 05:14:41,,2024-08-05 05:18:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240805.png,05:24,05:45,25-180,RSTN
FLARE0295,CME0209,,GOES/STIX,2024-08-05 13:24:00,2024-08-05 13:27:03,2024-08-05 13:40:00,2024-08-05 13:33:47,2024-08-05 13:54:00,2024-08-05 13:37:51,X1.7,X3,,,97.0,-13.0,1.0,0.855,13767.0,2024-08-05 13:24:00,2024-08-05 13:28:16,2024-08-05 13:40:00,2024-08-05 13:35:00,2024-08-05 13:54:00,2024-08-05 13:39:04,2024-08-05 13:15:41,2024-08-05 13:19:57,2024-08-05 13:31:41,2024-08-05 13:26:41,2024-08-05 13:45:41,2024-08-05 13:30:45,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240805.png,13:31,13:45,25-180,RSTN
FLARE0296,,,GOES,2024-08-05 15:18:00,,2024-08-05 15:27:00,,2024-08-05 15:32:00,,X1.1,,-55.0,-8.0,,,1.0,,13780.0,2024-08-05 15:18:00,,2024-08-05 15:27:00,,2024-08-05 15:32:00,,2024-08-05 15:09:41,,2024-08-05 15:18:41,,2024-08-05 15:23:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240805.png,15:30,15:56,25-151,RSTN
FLARE0297,,,STIX,,2024-08-06 01:40:31,,2024-08-06 01:44:35,,2024-08-06 02:23:03,,X1,,,134.0,-18.0,,0.852,,,2024-08-06 01:41:45,,2024-08-06 01:45:49,,2024-08-06 02:24:17,,2024-08-06 01:33:26,,2024-08-06 01:37:30,,2024-08-06 02:15:58,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240806.png,,,,
FLARE0298,,,GOES,2024-08-07 18:31:00,,2024-08-07 18:54:00,,2024-08-07 19:08:00,,M5.0,,7.0,-7.0,,,1.0,,13777.0,2024-08-07 18:31:00,,2024-08-07 18:54:00,,2024-08-07 19:08:00,,2024-08-07 18:22:41,,2024-08-07 18:45:41,,2024-08-07 18:59:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240807.png,18:48,19:11,25-180,RSTN
FLARE0299,,,GOES,2024-08-08 19:01:00,,2024-08-08 19:35:00,,2024-08-08 19:57:00,,X1.3,,23.0,-3.0,,,1.0,,13777.0,2024-08-08 19:01:00,,2024-08-08 19:35:00,,2024-08-08 19:57:00,,2024-08-08 18:52:41,,2024-08-08 19:26:41,,2024-08-08 19:48:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240808.png,19:29,19:35,62-180,RSTN
FLARE0300,,,GOES,2024-08-10 02:14:00,,2024-08-10 02:37:00,,2024-08-10 02:52:00,,M5.3,,-1.0,-10.0,,,1.0,,13780.0,2024-08-10 02:14:00,,2024-08-10 02:37:00,,2024-08-10 02:52:00,,2024-08-10 02:05:41,,2024-08-10 02:28:41,,2024-08-10 02:43:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240810.png,,,,
FLARE0301,,,STIX,,2024-08-13 16:08:23,,2024-08-13 16:14:07,,2024-08-13 16:23:55,,M6,,,-144.0,-7.0,,0.799,,,2024-08-13 16:10:04,,2024-08-13 16:15:48,,2024-08-13 16:25:36,,2024-08-13 16:01:45,,2024-08-13 16:07:29,,2024-08-13 16:17:17,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240813.png,,,,
FLARE0302,,,GOES,2024-08-14 06:00:00,,2024-08-14 06:40:00,,2024-08-14 07:08:00,,X1.1,,-5.0,12.0,,,1.0,,13784.0,2024-08-14 06:00:00,,2024-08-14 06:40:00,,2024-08-14 07:08:00,,2024-08-14 05:51:41,,2024-08-14 06:31:41,,2024-08-14 06:59:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240814.png,,,,
FLARE0303,,,GOES,2024-08-14 15:39:00,,2024-08-14 15:49:00,,2024-08-14 15:57:00,,M5.3,,1.0,14.0,,,1.0,,,2024-08-14 15:39:00,,2024-08-14 15:49:00,,2024-08-14 15:57:00,,2024-08-14 15:30:41,,2024-08-14 15:40:41,,2024-08-14 15:48:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240814.png,,,,
FLARE0304,,,STIX,,2024-08-14 23:51:35,,2024-08-15 00:01:31,,2024-08-15 00:59:59,,M8,,,-177.0,7.0,,0.789,,,2024-08-14 23:53:21,,2024-08-15 00:03:17,,2024-08-15 01:01:45,,2024-08-14 23:45:02,,2024-08-14 23:54:58,,2024-08-15 00:53:26,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240814.png,,,,
FLARE0305,,,STIX,,2024-08-17 01:37:19,,2024-08-17 01:54:59,,2024-08-17 02:53:03,,M7,,,108.0,-10.0,,0.772,,,2024-08-17 01:39:13,,2024-08-17 01:56:53,,2024-08-17 02:54:57,,2024-08-17 01:30:54,,2024-08-17 01:48:34,,2024-08-17 02:46:38,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240817.png,,,,
FLARE0306,,,STIX,,2024-08-20 04:10:47,,2024-08-20 04:32:07,,2024-08-20 05:00:23,,M8,,,113.0,-21.0,,0.745,,,2024-08-20 04:12:55,,2024-08-20 04:34:15,,2024-08-20 05:02:31,,2024-08-20 04:04:36,,2024-08-20 04:25:56,,2024-08-20 04:54:12,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240820.png,,,,
FLARE0307,,,STIX,,2024-08-20 18:36:43,,2024-08-20 18:43:31,,2024-08-20 19:36:07,,X2,,,120.0,-21.0,,0.74,,,2024-08-20 18:38:53,,2024-08-20 18:45:41,,2024-08-20 19:38:17,,2024-08-20 18:30:34,,2024-08-20 18:37:22,,2024-08-20 19:29:58,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240820.png,,,,
FLARE0308,,,STIX,,2024-08-20 22:10:03,,2024-08-20 22:14:59,,2024-08-20 23:27:27,,M10,,,122.0,-21.0,,0.739,,,2024-08-20 22:12:14,,2024-08-20 22:17:10,,2024-08-20 23:29:38,,2024-08-20 22:03:55,,2024-08-20 22:08:51,,2024-08-20 23:21:19,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240820.png,,,,
FLARE0309,,,STIX,,2024-08-21 01:50:07,,2024-08-21 01:58:03,,2024-08-21 01:58:59,,M10,,,124.0,-22.0,,0.737,,,2024-08-21 01:52:19,,2024-08-21 02:00:15,,2024-08-21 02:01:11,,2024-08-21 01:44:00,,2024-08-21 01:51:56,,2024-08-21 01:52:52,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240821.png,,,,
FLARE0310,,,STIX,,2024-08-21 02:02:07,,2024-08-21 02:03:03,,2024-08-21 02:20:03,,M9,,,124.0,-22.0,,0.737,,,2024-08-21 02:04:19,,2024-08-21 02:05:15,,2024-08-21 02:22:15,,2024-08-21 01:56:00,,2024-08-21 01:56:56,,2024-08-21 02:13:56,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240821.png,,,,
FLARE0311,,,STIX,,2024-08-21 10:41:55,,2024-08-21 10:46:51,,2024-08-21 11:59:19,,X1,,,128.0,-22.0,,0.734,,,2024-08-21 10:44:08,,2024-08-21 10:49:04,,2024-08-21 12:01:32,,2024-08-21 10:35:49,,2024-08-21 10:40:45,,2024-08-21 11:53:13,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240821.png,,,,
FLARE0312,,,GOES,2024-08-21 21:59:00,,2024-08-21 22:08:00,,2024-08-21 22:17:00,,M5.1,,-31.0,-3.0,,,1.0,,13796.0,2024-08-21 21:59:00,,2024-08-21 22:08:00,,2024-08-21 22:17:00,,2024-08-21 21:50:41,,2024-08-21 21:59:41,,2024-08-21 22:08:41,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240821.png,,,,
FLARE0313,,,STIX,,2024-08-23 12:03:51,,2024-08-23 12:10:35,,2024-08-23 12:46:31,,M6,,,-138.0,-12.0,,0.714,,,2024-08-23 12:06:14,,2024-08-23 12:12:58,,2024-08-23 12:48:54,,2024-08-23 11:57:55,,2024-08-23 12:04:39,,2024-08-23 12:40:35,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240823.png,,,,
